Sentiment,Date,Username,Tweet
0,Mon Apr 06 22:48:34 PDT 2009,  Lindsey_,@jennifermf I know!  I'm a night owl by nature hahaha Am I a time zone behind you? It's almost 1 here                             
0,Mon Apr 06 22:48:35 PDT 2009,  TidyCat,@mamasvan lol - nope! but i did have complete #camerafail                                                                          
0,Mon Apr 06 22:48:37 PDT 2009,  FaithfulChosen,@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!                         
0,Mon Apr 06 22:48:38 PDT 2009,  sthrn_belle,My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!                        
0,Mon Apr 06 22:48:42 PDT 2009,  Jeffficus,@jillianfish tweet something damn it!  and hang out with me please?                                                              
0,Mon Apr 06 22:48:48 PDT 2009,  jtmal0723,@anistorm                                                                                                                        
0,Mon Apr 06 22:48:50 PDT 2009,  ubecupcake,I'm SO behind in video games and everything for that matter. I'm yesterday's news                                               
0,Mon Apr 06 22:48:53 PDT 2009,  Properteacup,@sleep_til_noon I did it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp ate 
0,Mon Apr 06 22:48:54 PDT 2009,  aerlyne,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!!        
0,Mon Apr 06 22:49:51 PDT 2009,  cinnayum,http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December.                                     
0,Mon Apr 06 22:49:55 PDT 2009,  Bunkermeister,When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple day
0,Mon Apr 06 22:49:55 PDT 2009,  ScullyorSuz,@B_Barnett I did not really see that coming                                                                                    
0,Mon Apr 06 22:49:57 PDT 2009,  xmattxwalkerx,just woke up from the most vivid sketchy not-cool dreams of my life. time to stare at the wall with the lights on.           
0,Mon Apr 06 22:49:58 PDT 2009,  bnycastro,it'll take 3 days for my sister to get her passport                                                                              
0,Mon Apr 06 22:50:03 PDT 2009,  chann16,@nicolerichie OH MY YES!! i miss                                                                                                   
0,Mon Apr 06 22:50:11 PDT 2009,  xll00llx,Uh oh... I think I am getting sick                                                                                                
0,Mon Apr 06 22:50:17 PDT 2009,  FlyRice,Good GOD they ruined my belly button!!!                                                                                            
0,Mon Apr 06 22:50:19 PDT 2009,  ashleyjanne,Watching Who Framed Roger Rabbit. Makes me miss Toon Town.                                                                     
0,Mon Apr 06 22:50:28 PDT 2009,  br3nda,@akianz renting.. but very cheap renting and awesome house. We had 3 buying attempts fall through                                   
0,Mon Apr 06 22:50:34 PDT 2009,  aisyahsamsudin,running nose + spinning head = not a good combination for a meeting!                                                        
0,Mon Apr 06 22:50:43 PDT 2009,  IGetsBusy514,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence                                                                       
0,Mon Apr 06 22:50:48 PDT 2009,  ElliotTucker,Nasty budget due and my iphone is being sent to Apple today.                                                                  
0,Mon Apr 06 22:50:49 PDT 2009,  aragorn_elessar,@Sofii_Noel that�s bad                                                                                                     
0,Mon Apr 06 22:50:51 PDT 2009,  kailashvasupati,Dammit episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything                          
0,Mon Apr 06 22:50:58 PDT 2009,  TK04,I'm so upset that I missed my chat and quiz online because my free internet has ceased                                                
0,Mon Apr 06 22:51:00 PDT 2009,  missria,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!!      
0,Mon Apr 06 22:51:13 PDT 2009,  FuhQ,Car show season has started without me                                                                                                
0,Mon Apr 06 22:51:14 PDT 2009,  brivonboo,my throat is raw.                                                                                                                
0,Mon Apr 06 22:51:17 PDT 2009,  leamonet,@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for re
0,Mon Apr 06 22:51:19 PDT 2009,  sonnyjohl,@frago I hate you. I didn't need to see that. I need to call my therapist now.                                                   
0,Mon Apr 06 22:51:24 PDT 2009,  JRDM,Twilight didn't come yesterday  fingers crossed for today                                                                             
0,Mon Apr 06 22:51:25 PDT 2009,  latoyanlegania,@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!                                        
0,Mon Apr 06 22:51:26 PDT 2009,  calliott,is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for                                
0,Mon Apr 06 22:51:27 PDT 2009,  you_undaft_cow,You know I was thinking... I need money                                                                                     
0,Mon Apr 06 22:51:33 PDT 2009,  diver,omg..its jst teusday                                                                                                                 
0,Mon Apr 06 22:51:34 PDT 2009,  toritor11,@ddlovato @David_Henrie ummmmm i cant find it.                                                                                   
0,Mon Apr 06 22:51:34 PDT 2009,  SHARisDOPE,Just heard that they found Sandra Cantu... She was only 8 yrs old                                                               
0,Mon Apr 06 22:51:40 PDT 2009,  auntynessanoo,@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...                          
0,Mon Apr 06 22:51:44 PDT 2009,  linnix,@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that                                                  
0,Mon Apr 06 22:51:46 PDT 2009,  zeegirl602,My bathtub drain is fired: it haz 1 job 2 do &amp it iz FAIL. I got all Drano on its ass &amp iz STILL NOT DRAINING. I wanna showe
0,Mon Apr 06 22:51:48 PDT 2009,  Glycel,stuck at home                                                                                                                       
0,Mon Apr 06 22:51:49 PDT 2009,  sweisbrot,@nomadicmatt mine is 1/10  how do you get it up?                                                                                 
0,Mon Apr 06 22:51:50 PDT 2009,  sunshinegarma,Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis O
0,Mon Apr 06 22:51:51 PDT 2009,  TradingGoddess,@Appomattox_News Thank you! However I hate to be on the same list that includes 2 convicts.                                 
0,Mon Apr 06 22:51:52 PDT 2009,  robbiebrown,Heading to Altrincham again! Out of hours install                                                                              
0,Mon Apr 06 22:51:53 PDT 2009,  GemDoughnut,MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx                                                
0,Mon Apr 06 22:51:59 PDT 2009,  glorysevenfold,@jeffreecuntstar  I don't have a garage.  But you can park in my driveway!                                                  
0,Mon Apr 06 22:52:07 PDT 2009,  enfox,@lauredhel  What happened?                                                                                                           
0,Mon Apr 06 22:52:06 PDT 2009,  calee01,&quotOn popular music&quot by T.W.Adorno is probably the most difficult reading ever prescribed I'm actually struggling to continue 
0,Mon Apr 06 22:52:11 PDT 2009,  utehbaik,http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera just my cellphone                                   
0,Mon Apr 06 22:52:13 PDT 2009,  soulonfire68,We've been good. I'm not liking the snow right now was getting used to the nice Spring-like weather.  How about you?          
0,Mon Apr 06 22:52:19 PDT 2009,  Gordie_Rogers,@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids.                                   
0,Mon Apr 06 22:52:18 PDT 2009,  dmurda6,@margaretcho what happened to your show it was the hightlight of my life                                                           
0,Mon Apr 06 22:52:21 PDT 2009,  terrcin,This is the best leather sofa in the world!  It's in the office though which means I'm still here working                          
0,Mon Apr 06 22:52:23 PDT 2009,  stewartizer,Still 3 more days until my Internet gets uncapped                                                                              
0,Mon Apr 06 22:52:25 PDT 2009,  rachelgab,If he doesn't get better in a few days he could have something lodged in his belly                                               
0,Mon Apr 06 22:52:27 PDT 2009,  baybiegela,i Love my atekinzz so much. &amp&amp i soo miss her..                                                                           
0,Mon Apr 06 22:52:31 PDT 2009,  erynfreakincody,I wanna sneak into the zoo and play with the kitties                                                                       
0,Mon Apr 06 22:52:38 PDT 2009,  xkhaotik,@lolitariot oh no  hope you're not getting sick too!                                                                              
0,Mon Apr 06 22:52:39 PDT 2009,  stacymartinez,@alejandralei i dont think i can cause its my cousins birthday party                                                         
0,Mon Apr 06 22:52:42 PDT 2009,  chelseajohns,Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby he missed them so much tod
0,Mon Apr 06 22:52:40 PDT 2009,  elenasarmie,the angel is going to miss the athlete this weekend                                                                            
0,Mon Apr 06 22:52:44 PDT 2009,  funkyfreshbabe,trust is hard                                                                                                               
0,Mon Apr 06 22:52:47 PDT 2009,  AlexKayy,have watched that considering today. yaknow. shawnna tomomorrowi need my bestfriend                                               
0,Mon Apr 06 22:52:50 PDT 2009,  xemilyxmariex,Grr i want to keep reading but if i do i wont have anything left to read                                                     
0,Mon Apr 06 22:52:50 PDT 2009,  baybiegela,atekinzz where in the world are you??                                                                                           
0,Mon Apr 06 22:52:51 PDT 2009,  FAKELeah,@RumLover No! u supposed to be my date                                                                                            
0,Mon Apr 06 22:52:56 PDT 2009,  malice_sin,pears &amp Brie bottle of Cabernet and &quotWin a Date With Tad Hamilton&quot... oh gawwd my life flashed forward to when I'm 40 
0,Mon Apr 06 22:52:59 PDT 2009,  wx1901,Crap. I need more dresses too.                                                                                                      
0,Mon Apr 06 22:53:04 PDT 2009,  missb2818,@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening.                                                                       
0,Mon Apr 06 22:53:06 PDT 2009,  fictillius,@Brodhe geez ur no fun are you                                                                                                  
0,Mon Apr 06 22:53:14 PDT 2009,  SicklyInfected,I wanna be in a punk rock band again                                                                                        
0,Mon Apr 06 22:53:15 PDT 2009,  AshleighF,@jyesmith That's a lot of angst for a Tuesday afternoon                                                                          
0,Mon Apr 06 22:53:19 PDT 2009,  andreakuefler,I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!
0,Mon Apr 06 22:53:18 PDT 2009,  mmmelissa,has a huuuge headache! omg I feel like crap!                                                                                     
0,Mon Apr 06 22:53:39 PDT 2009,  jtmal0723,@Anistorm Sorry                                                                                                                  
0,Mon Apr 06 22:53:40 PDT 2009,  justynwarner,@cleders sorry...i was rooting for them too...                                                                                
0,Mon Apr 06 22:53:47 PDT 2009,  Obstreperous,Man that took forever.                                                                                                        
0,Mon Apr 06 22:53:49 PDT 2009,  shockboard,@shandasaurus  I see.                                                                                                           
0,Mon Apr 06 22:53:50 PDT 2009,  treywoodward,I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me..  
0,Mon Apr 06 22:53:52 PDT 2009,  bitchville,Just got my presentation done 23 slides done...  I'm crying for this week will be the hardest of all weeks.                     
0,Mon Apr 06 22:53:53 PDT 2009,  JMoze,Just lost $160                                                                                                                       
0,Mon Apr 06 22:53:55 PDT 2009,  iwantyourjeep,I don't like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before 
0,Mon Apr 06 22:53:55 PDT 2009,  haunter_,@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people                                               
0,Mon Apr 06 22:55:25 PDT 2009,  katidink,Going to sound vain... but running out of my fav lip gloss                                                                        
0,Mon Apr 06 22:55:30 PDT 2009,  vibratoria,@stuiy never again will I click on a link that screams &quotI'm a spider I'm a spider&quot. I should have known better. yucky   
0,Mon Apr 06 22:55:37 PDT 2009,  dodginjohn,Why is that when you have time off from work you get sick?                                                                      
0,Mon Apr 06 22:55:40 PDT 2009,  javajive,@pratama Same iMac came out $320 more in Indonesia than the States.                                                               
0,Mon Apr 06 22:55:48 PDT 2009,  EuniceKwon,Dammit... I need to stop buying furniture                                                                                       
0,Mon Apr 06 22:55:48 PDT 2009,  Lora_June,@Miss_Sil no i was half asleep and turned off the laptop after that                                                              
0,Mon Apr 06 22:55:53 PDT 2009,  theofficialyesi,Death is peaceful  life however bites                                                                                      
0,Mon Apr 06 22:55:54 PDT 2009,  veronica78, i think @JonathanRKnight lost the net ? sure hope not                                                                          
0,Mon Apr 06 22:56:00 PDT 2009,  tjslater,http://is.gd/r8Zf  http://is.gd/r8Zy and  http://is.gd/r8ZG - test footage with my girlfriend (in HD) The dark one is underxposed 
0,Mon Apr 06 22:56:01 PDT 2009,  JennaBennett01,Such a tough game to watch tonight for State  Finally going to bed after also staying up to watch the season premiere of the Hills
0,Mon Apr 06 22:56:00 PDT 2009,  coryosborn,Seems jRuby support for hpricot is now two versions behind                                                                      
0,Mon Apr 06 22:56:03 PDT 2009,  MrOtsKrad,@JinxCat Unlike my sister...I still don't have one                                                                               
0,Mon Apr 06 22:56:08 PDT 2009,  Caprica,Fraking app store is pissing me off   http://tinyurl.com/c4ooho                                                                    
0,Mon Apr 06 22:56:13 PDT 2009,  anamrosado,Logging out. I need to study....                                                                                                
0,Mon Apr 06 22:56:17 PDT 2009,  amfairie,anyone else having problems accessing TTB??? I cant get on!!!                                                                     
0,Mon Apr 06 22:56:18 PDT 2009,  swimmermeg,I strongly dislike people who make stupid comments and dont know the whole story                                                
0,Mon Apr 06 22:56:20 PDT 2009,  GillianMe,@emmaketurah  i'm sorry Emma is swarley a goldfish? i'm sad for u.                                                               
0,Mon Apr 06 22:56:23 PDT 2009,  nissanicole,All my tweets are already gone aren't they  Missed you guys tonight.                                                           
0,Mon Apr 06 22:56:25 PDT 2009,  kelilyma,Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful. 
0,Mon Apr 06 22:56:32 PDT 2009,  tollers,@Snick_the_Dog If Izzy's on the cat tree she'll stare him down but if she's on the floor he chases and she runs.                   
0,Mon Apr 06 22:56:35 PDT 2009,  Velvet_Rope,I am officially banning godaddy.com from my comp. My head hurts from the small print AND I wasted $10 that could've happily gone to B
0,Mon Apr 06 22:56:36 PDT 2009,  dreaaa,@HumanOpium pretty much just scary for me                                                                                           
0,Mon Apr 06 22:56:37 PDT 2009,  TheDarrenxshow,@ilovepie mines too... I'm finding it well hard to get fit...                                                               
0,Mon Apr 06 22:56:40 PDT 2009,  tamisara,Good morning! Ready 2 go but I want 2 go back 2 bed                                                                               
0,Mon Apr 06 22:56:42 PDT 2009,  maddyks,hates waiting for mails                                                                                                            
0,Mon Apr 06 22:56:50 PDT 2009,  katprimeau,wheat bread from the dollar store just doesn't toast nicely  going over my taxes and calling it an early night                  
0,Mon Apr 06 22:56:56 PDT 2009,  ScullyorSuz,Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt3 House and it was well done but I'm sti
0,Mon Apr 06 22:56:58 PDT 2009,  jonsgrownwoman,@JonathanRKnight aw ok goonite....                                                                                          
0,Mon Apr 06 22:57:01 PDT 2009,  BellaTanner,ill so i cant go to the cinema!!                                                                                               
0,Mon Apr 06 22:57:05 PDT 2009,  sftballlover45,Fell asleep . . . Really didn't mean too  *christina*                                                                       
0,Mon Apr 06 22:57:07 PDT 2009,  amomca,@KelleyRowe hey you remember that time we used to be friends?? )  ugh. vomit. sick.  i need sleep                                   
0,Mon Apr 06 22:57:07 PDT 2009,  omgwtfannie,my lymph nodes are as massive as rahm emanuel's balls right now                                                                
0,Mon Apr 06 22:57:14 PDT 2009,  JoeJoeCastillo,Oh no my computer sucks. I don't think i'll be able to listen to the Xbox 360 Fancast tonite                                
0,Mon Apr 06 22:57:15 PDT 2009,  kortniewestfall,is missing playing my trumpet                                                                                              
0,Mon Apr 06 22:57:24 PDT 2009,  skitterrusty,My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now                       
0,Mon Apr 06 22:57:27 PDT 2009,  harishanker,@sasii I know exactly how you feel!                                                                                            
0,Mon Apr 06 22:57:28 PDT 2009,  xShyGirlx,At work                                                                                                                          
0,Mon Apr 06 22:57:32 PDT 2009,  mortambo,Well bed time now. 1 am. *sighs* Back to 6 am mornings for a week on Wednesday.                                                   
0,Mon Apr 06 22:57:33 PDT 2009,  dcousineau,@hert Jesus Camp? Yeah...                                                                                                       
0,Mon Apr 06 22:57:33 PDT 2009,  guardian_renata,@MaryBethune oh no! with everything that happened today i forgot we were going dress shopping for the opera tomorrow.      
0,Mon Apr 06 22:57:37 PDT 2009,  vera7,Turtles are better than my Mac - lasts longer and moves faster                                                                       
0,Mon Apr 06 22:57:41 PDT 2009,  squone,I am soaked. This is not pleasant                                                                                                   
0,Mon Apr 06 22:57:43 PDT 2009,  lanaveenker,@ginayates Sorry to hear about Maggie.    Thoughts to your mum.                                                                
0,Mon Apr 06 22:57:43 PDT 2009,  KellyOut,@ewarden you may have to email this one to me  I hope you feel better.                                                            
0,Mon Apr 06 22:57:44 PDT 2009,  TymeekVasquez,@miamiiboii dead @ yu gettin on wen im leavin                                                                                
0,Mon Apr 06 22:57:44 PDT 2009,  Hollywood_Trey,@arlenecd PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!! LOL!                                                       
0,Mon Apr 06 22:57:47 PDT 2009,  melbrehl,@phlaimeaux where are you?                                                                                                        
0,Mon Apr 06 22:57:52 PDT 2009,  sunsetphotograf,stupid arranged marriages... i'll convert so you can marry me...love you!                                                  
0,Mon Apr 06 22:57:50 PDT 2009,  ccallas,@emilyruppe Well he said that he is a looser and that is what the show implies                                                     
0,Mon Apr 06 22:57:50 PDT 2009,  3WildBoys,Poor Sandra Cantu &amp the Cantu family! My prayers go out to them! What a sick world we live in. She was only 8                 
0,Mon Apr 06 22:57:54 PDT 2009,  roniker,fuck omg  austins always there though man &lt3 love you                                                                            
0,Mon Apr 06 22:57:54 PDT 2009,  kirstenmaree,@nicolerichie I cried so hard when Matthew died                                                                               
0,Mon Apr 06 22:57:57 PDT 2009,  felloff,sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off                                  
0,Mon Apr 06 22:57:59 PDT 2009,  spcake,@chordsy - why am I the last to find out about these things? Like that you're on the twitter too.                                   
0,Mon Apr 06 22:58:04 PDT 2009,  MissT09,@lovebscott absolutely not!!                                                                                                       
0,Mon Apr 06 22:58:05 PDT 2009,  mitrepeak,http://twitpic.com/2y3cf - Filled with curry  the true indian in me is coming out                                                
0,Mon Apr 06 22:58:07 PDT 2009,  JAHNcookie,im soooo cold right now                                                                                                         
0,Mon Apr 06 22:58:08 PDT 2009,  daneduh,@heidimontag lol I kant believe cam got beat upp sooo embarasssiiiin                                                               
0,Mon Apr 06 22:58:08 PDT 2009,  TurkishDelite,@JonathanRKnight Good Knight hun! Looking forward to ur tweets again! Hate that i keep missing out on the fun cuz of the time diffe
0,Mon Apr 06 22:58:18 PDT 2009,  mumblr,Tumblr: This is exactly how it feels wearing a �tie�  http://tinyurl.com/c8bvqh                                                     
0,Mon Apr 06 22:58:24 PDT 2009,  mickeyness,@daniela_95616 hahaa!! i just realized &quotimpune&quot definitely isnt the word i wanted... dang. i'm so unclever.             
0,Mon Apr 06 22:58:27 PDT 2009,  JoannaWooten,watching old videos of dance team and such... makes me miss it                                                                
0,Mon Apr 06 22:58:26 PDT 2009,  Briana810,Wahh  no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight Tweeters&lt3                         
0,Mon Apr 06 22:58:29 PDT 2009,  sudheeshu,Struggling hard with Inventory                                                                                                   
0,Mon Apr 06 22:58:30 PDT 2009,  lovatolover,@ddlovato Do you hate us?? Please don't                                                                                        
0,Mon Apr 06 22:58:33 PDT 2009,  candilaria,@ballinbitch haha im not THAT ballin. I still got bills to paaaaay                                                              
0,Mon Apr 06 22:58:36 PDT 2009,  erwinthegreat,I'm in one of those days when I really just want to work from home.  Crap.                                                   
0,Mon Apr 06 22:58:37 PDT 2009,  MonikkaB,@paul_e_wog Wait...is it a game or just episodes? I'm so confused.                                                                
0,Mon Apr 06 22:58:37 PDT 2009,  CaseLynn,@carlyw66 HAHA. I cried...  I guess he did....                                                                                    
0,Mon Apr 06 22:58:42 PDT 2009,  zeet75,I don't get statistics!  Its all a bunch of mumbo jumbo for me.                                                                     
0,Mon Apr 06 22:58:42 PDT 2009,  MickyFin,@sloanb Got it sadly only works for UK &amp US at the moment                                                                      
0,Mon Apr 06 23:00:18 PDT 2009,  makebelievetree,Evicted                                                                                                                    
0,Mon Apr 06 23:00:20 PDT 2009,  JennTheAmazing,doesn't enjoy learning CSS.                                                                                                 
0,Mon Apr 06 23:00:22 PDT 2009,  ilovedanah,@nachojohnny Brian don't make me fuck u up LOL I replied 2 ur message...did u get my # ? I miss u                               
0,Mon Apr 06 23:00:24 PDT 2009,  lovebellaluna,@heidimontag I  dvr'd it and went to watch it apparently the dish network went down SO I MISSED IT    I will have to catch a rerun
0,Mon Apr 06 23:00:26 PDT 2009,  breedimetria,@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather                     
0,Mon Apr 06 23:00:29 PDT 2009,  DolfinFan,@LizChavez I can't set my feet on the ground. The missing eyelid people might get me!                                            
0,Mon Apr 06 23:00:31 PDT 2009,  mickeyness,@daniela_95616 my english professor would be ashamed.                                                                           
0,Mon Apr 06 23:00:34 PDT 2009,  twishes,[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7                                                        
0,Mon Apr 06 23:00:35 PDT 2009,  Angelina1994,Came home from Cross County Tired as                                                                                          
0,Mon Apr 06 23:00:36 PDT 2009,  la_discoteca,I don't want to walk home in this snow. Who wants to pick me up?                                                              
0,Mon Apr 06 23:00:36 PDT 2009,  teefaKNEEx,@heidimontag Lauren is being stubborn. she loves you you love her.  I feel so bad for you though. it made me cry  lol!          
0,Mon Apr 06 23:00:47 PDT 2009,  Capt_Planet,is grouchy. and wants bmar                                                                                                     
0,Mon Apr 06 23:00:55 PDT 2009,  umfoo,my heart is broken every morning dropping Foo at pre school now i understand when moms say &quothe has my heart broken&quot.         
0,Mon Apr 06 23:00:58 PDT 2009,  hollywoodgiant,Not feeling well and back hurts                                                                                             
0,Mon Apr 06 23:01:02 PDT 2009,  MissMillions,Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now                                                     
0,Mon Apr 06 23:01:01 PDT 2009,  Bi0hazard2886,I can't take this heat! It's like an oven in here. I feel sick nwo                                                           
0,Mon Apr 06 23:01:04 PDT 2009,  aleskywalker,@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php                            
0,Mon Apr 06 23:01:04 PDT 2009,  jess___x,Boredd. Colddd  Internet keeps stuffing up                                                                                        
0,Mon Apr 06 23:01:14 PDT 2009,  Zimily,I had a horrible nightmare last night which affected my sleep now I'm really tired                                                  
0,Mon Apr 06 23:01:15 PDT 2009,  Augustina22,im lonely  keep me company! 22 female new york                                                                                 
0,Mon Apr 06 23:01:18 PDT 2009,  missmadison,@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha.                                                         
0,Mon Apr 06 23:01:21 PDT 2009,  JesseW84,@birutagme yeah  it was really depressing... stuff like that gets to me                                                           
0,Mon Apr 06 23:01:26 PDT 2009,  nzcjs,@whoisariston No problem tongue-in-cheek remark.  Lots of acronyms but no NZ                                                         
0,Mon Apr 06 23:01:26 PDT 2009,  farty_brando,@greggrunberg hey you said matt was gonna go all ballistic... i was disappointed  good ep tho mostly                          
0,Mon Apr 06 23:01:40 PDT 2009,  hoopdiva,ugh horrible ending to the sandra kantu story  prayers go out.                                                                    
0,Mon Apr 06 23:01:53 PDT 2009,  lucy_g,@danielledeleasa http://twitpic.com/2y1pe - I hate 2 B allergic  i want a puppy soo bad that i've already thought some cool names   
0,Mon Apr 06 23:01:54 PDT 2009,  Firefly2020,Morning folks 7.00 am ..yawn! Up &amp away to see to horses - hope Twitter is better behaved today!  Last night was a travesty 
0,Mon Apr 06 23:01:55 PDT 2009,  LadyLTattoos,@QuanDotCom I miss mine too!                                                                                                  
0,Mon Apr 06 23:01:56 PDT 2009,  lanaveenker,@AmandaEnglund Sorry to hear about your loss.     There have been many this year so far.                                       
0,Mon Apr 06 23:01:59 PDT 2009,  dyannnn,@nicolerichie Gossip Girl was a repeat                                                                                             
0,Mon Apr 06 23:02:00 PDT 2009,  bluntmag,@InYourEyes2410 I reckon                                                                                                          
0,Mon Apr 06 23:02:00 PDT 2009,  leelaaa,finding it really hard to use twitter                                                                                              
0,Mon Apr 06 23:02:04 PDT 2009,  jjjarrett,I've been stuck in this house for two days                                                                                       
0,Mon Apr 06 23:02:06 PDT 2009,  vebitaa,is really sad and doesn't really know y!!??!!!                                                                                     
0,Mon Apr 06 23:02:13 PDT 2009,  riblah,@thousand_miles no                                                                                                                  
0,Mon Apr 06 23:02:18 PDT 2009,  lindsaymccaul,Maybe one of these years I'll get a tax return.  A girl can dream right?                                                     
0,Mon Apr 06 23:02:19 PDT 2009,  EkoEko_Azarak,Back at work tired as hell and i feel a cold coming                                                                          
0,Mon Apr 06 23:02:26 PDT 2009,  atothebed,@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH                                                                      
0,Mon Apr 06 23:02:31 PDT 2009,  Trampolinia,@hannahsix cream for his eye and he may have herpes - not ocular herpes but a different strain.    He's doing okay though.     
0,Mon Apr 06 23:02:31 PDT 2009,  mia_19,gotta repeat  whole art folio cuz old one with a whole terms work got wet                                                           
0,Mon Apr 06 23:02:36 PDT 2009,  Themfc,I'm ready for the weekend already. It's only Monday.                                                                                
0,Mon Apr 06 23:02:39 PDT 2009,  zyree,@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now!  
0,Mon Apr 06 23:02:41 PDT 2009,  seaglopur,has Finland sleeping for the night not really enough time                                                                        
0,Mon Apr 06 23:02:41 PDT 2009,  davejohnson,@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest                                      
0,Mon Apr 06 23:02:42 PDT 2009,  JenniferRowden,Shiner is taking up all my bed and blankets!                                                                                
0,Mon Apr 06 23:02:45 PDT 2009,  atothebed,@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH                                                                                    
0,Mon Apr 06 23:02:45 PDT 2009,  Trissies,wants to cry                                                                                                                      
0,Mon Apr 06 23:02:48 PDT 2009,  fishliver,I need to go to the bank tomorrow before I go broke...                                                                           
0,Mon Apr 06 23:02:53 PDT 2009,  michellepolus,This earthquake in italy has me sadden.  it's only three hours away from naples where my family is                           
0,Mon Apr 06 23:02:54 PDT 2009,  Liinaadee,i should be sleeping i have a stressed out week coming to me.                                                                    
0,Mon Apr 06 23:02:55 PDT 2009,  Pathia,@dragoneer Yea   I am working tp hack my server to do the 12player thing for folks                                                  
0,Mon Apr 06 23:02:56 PDT 2009,  SER99,has hurt her ankle!! and is going to the dr                                                                                          
0,Mon Apr 06 23:03:10 PDT 2009,  druck21,@raymondroman oh noes. how did you manage to send something to the trash can AND empty it without noticing! i feel for ya          
0,Mon Apr 06 23:03:12 PDT 2009,  Fletcher_Girl,Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper 
0,Mon Apr 06 23:03:14 PDT 2009,  broski12,doing make up shit                                                                                                                
0,Mon Apr 06 23:03:16 PDT 2009,  lene,Photoshop I hate it when you crash                                                                                                    
0,Mon Apr 06 23:03:23 PDT 2009,  wiwiwinDra,vacations makes me feel sick!                                                                                                   
0,Mon Apr 06 23:03:24 PDT 2009,  richarizard,you shouldn't have gone                                                                                                        
0,Mon Apr 06 23:03:34 PDT 2009,  LFTA,listening to Murd and 9th wonder- just chillen out missing my crazy sex life                                                          
0,Mon Apr 06 23:03:35 PDT 2009,  _CheshireKat,@louie094: shooting!?!! be careful luisa                                                                                      
0,Mon Apr 06 23:03:39 PDT 2009,  Smith_Cameron,@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?            
0,Mon Apr 06 23:03:43 PDT 2009,  HeidiCortez,is at Beso in Hollywood... so tired                                                                                            
0,Mon Apr 06 23:03:48 PDT 2009,  rosalie_belle,I don't want to wake up early tomorrow.  Damn you work!                                                                      
0,Mon Apr 06 23:03:50 PDT 2009,  cmsebest,just finished watching the movie Prayers for Bobby. Broke my heart                                                                
0,Mon Apr 06 23:05:28 PDT 2009,  saltypond,@syekr is myki really horrible?                                                                                                  
